Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
WB62JSSN,preprint,2023,"Wang, Weizhi; Dong, Li; Cheng, Hao; Liu, Xiaodong; Yan, Xifeng; Gao, Jianfeng; Wei, Furu",Augmenting Language Models with Long-Term Memory,,,,10.48550/arXiv.2306.07174,http://arxiv.org/abs/2306.07174,"Existing large language models (LLMs) can only afford fix-sized inputs due to the input length limit, preventing them from utilizing rich long-context information from past inputs. To address this, we propose a framework, Language Models Augmented with Long-Term Memory (LongMem), which enables LLMs to memorize long history. We design a novel decoupled network architecture with the original backbone LLM frozen as a memory encoder and an adaptive residual side-network as a memory retriever and reader. Such a decoupled memory design can easily cache and update long-term past contexts for memory retrieval without suffering from memory staleness. Enhanced with memory-augmented adaptation training, LongMem can thus memorize long past context and use long-term memory for language modeling. The proposed memory retrieval module can handle unlimited-length context in its memory bank to benefit various downstream tasks. Typically, LongMem can enlarge the long-form memory to 65k tokens and thus cache many-shot extra demonstration examples as long-form memory for in-context learning. Experiments show that our method outperforms strong long-context models on ChapterBreak, a challenging long-context modeling benchmark, and achieves remarkable improvements on memory-augmented in-context learning over LLMs. The results demonstrate that the proposed method is effective in helping language models to memorize and utilize long-form contents. Our code is open-sourced at https://aka.ms/LongMem.",2023-06-12,2025-08-28 12:19:52,2025-08-28 12:19:52,2025-08-28 12:19:52,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2306.07174 [cs],,C:\Users\Admin\Zotero\storage\L53RXFAJ\Wang et al. - 2023 - Augmenting Language Models with Long-Term Memory.pdf; C:\Users\Admin\Zotero\storage\3FEK2CWQ\2306.html,,,Computer Science - Computation and Language,,,,,,,,,,,,,,,,,,,arXiv:2306.07174,,,,,,,,,,,,,,,,,,,,,,,,,,,
29JHZ9Y6,conferencePaper,2018,"Yao, L. J.; Salmon, C. T.; Tandoc, E. C., Jr.",Automated journalism a home run for sports? On the effects of perceived authorship and text objectivity on receptivity toward machine-written sports news,Proceedings of the URECA@NTU 2017–18,,,,,"Automated journalism is rising in the news world, especially in sports coverage where structured data is abundant and readily available. Algorithms churn out full-length articles en masse and practically instantaneously, using big data, and this bloats the sheer volume of articles available to news readers. Noting the importance of perceived credibility and readability in sports news articles in particular, as well as the pertinence of text objectivity and bylines in automated journalism, an experiment was developed to understand how these factors interact. This study features a 3 x 2 between-subjects experiment, conducted on a US sample (N = 240), that seeks to explore the effects of bylines and text objectivity (based on attribution of sources and use of opinion-laden words) on reader perceptions (message credibility and readability) towards soft news journalism. The experiment found main effects for text objectivity in that readers perceive an objectively written article to be more credible but less readable, and vice versa. No main effects were observed for bylines. A significant interaction effect was observed on perceived credibility but not for readability. For instance, readers perceive objectively written articles to be more credible, but only if their bylines are of combined human and machine authorship. Implications for the news industry, specifically the trade-off or complementarity between transparency of authorship and consumer receptivity, for automated journalism users, are also discussed.",2018,2025-08-28 12:02:44,2025-08-28 12:20:46,,1–10,,,,,,,,,,,,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the URECA@NTU 2017–18,,,,,,,,,,,,,,,
ERR8LHCR,journalArticle,2023,"Lermann Henestrosa, Angelica; Greving, Hannah; Kimmerle, Joachim",Automated journalism: The effects of AI authorship and evaluative information on the perception of a science journalism article,Computers in Human Behavior,,0747-5632,10.1016/j.chb.2022.107445,https://www.sciencedirect.com/science/article/pii/S0747563222002679,"Texts produced by artificial intelligence (AI) are becoming increasingly prevalent in digital journalism. Research suggests that these texts do not differ from human-written texts in their perceived credibility or trustworthiness where simple and short text types are concerned. However, it is unclear how AI-written texts beyond simple fact reporting are perceived. Therefore, this research aimed to expand upon the existing literature on automated journalism by investigating the influence of AI authorship (vs. human authorship) and evaluative information presentation (vs. neutral information presentation). The results of three preregistered experimental studies revealed no differences in perceived credibility and trustworthiness between AI-written and human-written texts. However, presenting information in an evaluative way decreased the perception of credibility and trustworthiness. Moreover, the AI was perceived as less anthropomorphic than the human author. The belief in the machine heuristic was stronger for an AI than for a human author, particularly when participants had actually read an article allegedly written by an AI. A pooled analysis across the data of all three studies underpinned the main effect of information presentation. Concluding, we discuss the findings against the background of AI perception theory and suggest implications for future research.",2023-01-01,2025-08-28 12:21:03,2025-08-28 12:21:03,2025-08-28 12:21:03,107445,,,138,,Computers in Human Behavior,Automated journalism,,,,,,,,,,,,ScienceDirect,,,,C:\Users\Admin\Zotero\storage\B2KS3LCB\Lermann Henestrosa et al. - 2023 - Automated journalism The effects of AI authorship and evaluative information on the perception of a.pdf; C:\Users\Admin\Zotero\storage\NG7MW7LP\S0747563222002679.html,,,Algorithm; Artificial intelligence; Automated journalism; Credibility; Information presentation; Trustworthiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y3T42TPR,journalArticle,2025,"Jin, Jianna; Walker, Jesse; Reczek, Rebecca Walker",Avoiding embarrassment online: Response to and inferences about chatbots when purchases activate self-presentation concerns,Journal of Consumer Psychology,,1532-7663,10.1002/jcpy.1414,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcpy.1414,"We explore how self-presentation concerns and the desire to avoid embarrassment impact two distinct types of interactions consumers have with chatbots: interactions when a chatbot's identity is (1) not disclosed and therefore ambiguous or (2) disclosed. We propose that consumers feel less embarrassed with a chatbot than a human service agent in purchase contexts where self-presentation concerns are active because consumers ascribe less mind to chatbots. Therefore, when a chat agent's identity is ambiguous, consumers with greater self-presentation concerns are more likely to infer that an agent is human because this judgment allows consumers to proactively protect themselves from potential embarrassment in the event they are interacting with a human. We further show that when agent identity is clearly disclosed, consumers respond more positively to chatbots than human agents. However, this effect is contingent on the extent to which the chatbot is imbued with human characteristics: Anthropomorphizing chatbots leads consumers with higher self-presentation concerns to ascribe more mind to even clearly identified chatbots, resulting in a more negative consumer response.",2025,2025-08-28 12:21:35,2025-08-28 12:21:35,2025-08-28 12:21:35,185-202,,2,35,,,Avoiding embarrassment online,,,,,,,en,© 2024 The Authors. Journal of Consumer Psychology published by Wiley Periodicals LLC on behalf of Society for Consumer Psychology.,,,,Wiley Online Library,,_eprint: https://myscp.onlinelibrary.wiley.com/doi/pdf/10.1002/jcpy.1414,,C:\Users\Admin\Zotero\storage\7XY9TPMV\Jin et al. - 2025 - Avoiding embarrassment online Response to and inferences about chatbots when purchases activate sel.pdf; C:\Users\Admin\Zotero\storage\SKPVXLK8\jcpy.html,,,artificial intelligence; chatbots; embarrassment; error management theory; inferences of ambiguous others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7IYR2J8J,journalArticle,2021,"Yun, Jin Ho; Lee, Eun-Ju; Kim, Dong Hyun",Behavioral and neural evidence on consumer responses to human doctors and medical artificial intelligence,Psychology & Marketing,,1520-6793,10.1002/mar.21445,https://onlinelibrary.wiley.com/doi/abs/10.1002/mar.21445,"Will consumers accept artificial intelligence (AI) as a medical care provider? On the basis of evolution theory, we investigate the implicit psychological mechanisms that underlie consumers’ interactions with medical AI and a human doctor. In a behavioral investigation (Study 1), consumers expressed a positive intention to use medical AI's healthcare services when it used personalized rather than mechanical conversation. However, neural investigation (Study 2) using functional magnetic resonance imaging revealed that some consumers’ implicit attitudes toward medical AI differed from their expressed behavioral intentions. The brain areas linked with implicitly apathetic emotions were activated even when medical AI used a personalized conversation, whereas consumers’ brains were activated in areas associated with prosociality when they interacted with a human doctor who used a personalized conversation. On the basis of our neural evidence, consumers perceive an identical personalized conversation differently when it is offered by a medical AI versus a human doctor. These findings have implications for the area of human–AI interactions and medical decision-making and suggest that replacing human doctors with medical AI is still an unrealistic proposition.",2021,2025-08-28 12:21:45,2025-08-28 12:21:45,2025-08-28 12:21:45,610-625,,4,38,,,,,,,,,,en,© 2021 Wiley Periodicals LLC,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/mar.21445,,C:\Users\Admin\Zotero\storage\258PIQ59\mar.html,,,artificial intelligence; consumer neuroscience; fMRI; medical decision-making; personalization; prosociality | apathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VXGLGGVS,journalArticle,2020,"Tulk Jesso, Stephanie; Kennedy, William G.; Wiese, Eva",Behavioral Cues of Humanness in Complex Environments: How People Engage With Human and Artificially Intelligent Agents in a Multiplayer Videogame,Frontiers in Robotics and AI,,2296-9144,10.3389/frobt.2020.531805,https://www.frontiersin.org/journals/robotics-and-ai/articles/10.3389/frobt.2020.531805/full,"The development of AI that can socially engage with humans is exciting to imagine, but such advanced algorithms might prove harmful if people are no longer able to detect when they are interacting with non-humans in online environments. Because we cannot fully predict how socially intelligent AI will be applied, it is important to conduct research into how sensitive humans are to behaviors of humans compared to those produced by AI. This paper presents results from a behavioral Turing Test, in which participants interacted with a human, or a simple or “social” AI within a complex videogame environment. Participants (66 total) played an open world, interactive videogame with one of these co-players and were instructed that they could interact non-verbally however they desired for 30 min, after which time they would indicate their beliefs about the agent, including three Likert measures of how much participants trusted and liked the co-player, the extent to which they perceived them as a “real person,” and an interview about the overall perception and what cues participants used to determine humanness. T-tests, Analysis of Variance and Tukey's HSD was used to analyze quantitative data, and Cohen's Kappa and χ2 was used to analyze interview data. Our results suggest that it was difficult for participants to distinguish between humans and the social AI on the basis of behavior. An analysis of in-game behaviors, survey data and qualitative responses suggest that participants associated engagement in social interactions with humanness within the game.",2020-11-13,2025-08-28 12:22:04,2025-08-28 12:22:04,2025-08-28 12:22:04,,,,7,,Front. Robot. AI,Behavioral Cues of Humanness in Complex Environments,,,,,,,English,,,,,Frontiers,,Publisher: Frontiers,,C:\Users\Admin\Zotero\storage\4CLS4RFW\Tulk Jesso et al. - 2020 - Behavioral Cues of Humanness in Complex Environments How People Engage With Human and Artificially.pdf,,,Cognitive Plausibility 2; Social AI 1; Turing Test 3; Videogames 4; Virtual Agents 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGIK6U8E,journalArticle,2019,"Li, Xilin; Hsee, Christopher K.",Being “Rational” Is Not Always Rational: Encouraging People to Be Rational Leads to Hedonically Suboptimal Decisions,Journal of the Association for Consumer Research,,2378-1815,10.1086/701966,https://www.journals.uchicago.edu/doi/abs/10.1086/701966,"Often, laypeople motivate themselves or others to make good decisions by encouraging the decision maker to be “rational.” However, this practice could be counterproductive. Laypeople typically think that rational decisions are anti-emotional, based only on “cold” factors such as economic value, and not influenced by “hot” factors such as hedonic experience. Paradoxically, this lay notion of rationality is in stark contrast with the utilitarian notion of rationality, which maximizes overall utility, in which feelings are essential. Demonstrating this paradox, three studies found that participants who were encouraged to be rational were more likely to choose options that yielded less happiness without other benefits and therefore were less rational in the utility-maximizing sense. The research also examines boundary conditions and discusses practical implications.",2019-04,2025-08-28 12:22:21,2025-08-28 12:22:21,2025-08-28 12:22:21,115-124,,2,4,,,Being “Rational” Is Not Always Rational,,,,,,,,,,,,journals.uchicago.edu (Atypon),,Publisher: The University of Chicago Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L7X6MLS4,journalArticle,2022,"Crolic, Cammy; Thomaz, Felipe; Hadi, Rhonda; Stephen, Andrew T.",Blame the Bot: Anthropomorphism and Anger in Customer–Chatbot Interactions,Journal of Marketing,,0022-2429,10.1177/00222429211045687,https://doi.org/10.1177/00222429211045687,"Chatbots have become common in digital customer service contexts across many industries. While many companies choose to humanize their customer service chatbots (e.g., giving them names and avatars), little is known about how anthropomorphism influences customer responses to chatbots in service settings. Across five studies, including an analysis of a large real-world data set from an international telecommunications company and four experiments, the authors find that when customers enter a chatbot-led service interaction in an angry emotional state, chatbot anthropomorphism has a negative effect on customer satisfaction, overall firm evaluation, and subsequent purchase intentions. However, this is not the case for customers in nonangry emotional states. The authors uncover the underlying mechanism driving this negative effect (expectancy violations caused by inflated pre-encounter expectations of chatbot efficacy) and offer practical implications for managers. These findings suggest that it is important to both carefully design chatbots and consider the emotional context in which they are used, particularly in customer service interactions that involve resolving problems or handling complaints.",2022-01-01,2025-08-28 12:23:35,2025-08-28 12:23:35,2025-08-28 12:23:35,132-148,,1,86,,,Blame the Bot,,,,,,,EN,,,,,SAGE Journals,,Publisher: SAGE Publications Inc,,C:\Users\Admin\Zotero\storage\UMCG9Z2G\Crolic et al. - 2022 - Blame the Bot Anthropomorphism and Anger in Customer–Chatbot Interactions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRTY86NT,conferencePaper,2021,"Xu, Jing; Ju, Da; Li, Margaret; Boureau, Y-Lan; Weston, Jason; Dinan, Emily",Bot-Adversarial Dialogue for Safe Conversational Agents,Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,,,10.18653/v1/2021.naacl-main.235,https://aclanthology.org/2021.naacl-main.235/,"Conversational agents trained on large unlabeled corpora of human interactions will learn patterns and mimic behaviors therein, which include offensive or otherwise toxic behavior. We introduce a new human-and-model-in-the-loop framework for evaluating the toxicity of such models, and compare a variety of existing methods in both the cases of non-adversarial and adversarial users that expose their weaknesses. We then go on to propose two novel methods for safe conversational agents, by either training on data from our new human-and-model-in-the-loop framework in a two-stage system, or “baking-in” safety to the generative model itself. We find our new techniques are (i) safer than existing models; while (ii) maintaining usability metrics such as engagingness relative to state-of-the-art chatbots. In contrast, we expose serious safety issues in existing standard systems like GPT2, DialoGPT, and BlenderBot.",2021-06,2025-08-28 12:23:40,2025-08-28 12:23:40,2025-08-28 12:23:40,2950–2968,,,,,,,,,,,Association for Computational Linguistics,Online,,,,,,ACLWeb,,,,C:\Users\Admin\Zotero\storage\DSBSVA5M\Xu et al. - 2021 - Bot-Adversarial Dialogue for Safe Conversational Agents.pdf,,,,"Toutanova, Kristina; Rumshisky, Anna; Zettlemoyer, Luke; Hakkani-Tur, Dilek; Beltagy, Iz; Bethard, Steven; Cotterell, Ryan; Chakraborty, Tanmoy; Zhou, Yichao",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAACL-HLT 2021,,,,,,,,,,,,,,,
F8IZ39P3,journalArticle,2022,"Lou, Chen; Kang, Hyunjin; Tse, Caleb H.","Bots vs. humans: how schema congruity, contingency-based interactivity, and sympathy influence consumer perceptions and patronage intentions",International Journal of Advertising,,0265-0487,10.1080/02650487.2021.1951510,https://doi.org/10.1080/02650487.2021.1951510,"Artificial intelligence (AI) is rapidly reconstructing consumer experiences with brands in recent years. However, there have been the unsettled debates on whether humans react to robots (e.g., chatbots) in the same way as they do to other humans, and how the intrinsic strength of AI (i.e., autonomous processing and synthetization of information) and humans (i.e., emotional intelligence) factor in the human-AI interactions in brand communication settings. Hence, this study investigates the conditions under which a service entity of a brand can optimize their potential. To this end, the current study conceptualizes and operationalizes two dimensions that define chatbots’ capabilities – message contingency (i.e., contingency-based interactivity) and emotional intelligence (i.e., sympathy). Based on two experiments, we found that, regarding the same online customer service of an apparel brand, participants rated the human employee to be more competent and warmer than a chatbot. When a human employee who expresses sympathy to the afflicted customer during the conversation, participants considered the employee to be more competent when he/she also exhibits contingency (vs. no contingency) during the conversation, which in turn, elicited higher patronage intentions among participants.",2022-05-19,2025-08-28 12:23:45,2025-08-28 12:23:45,2025-08-28 12:23:45,655-684,,4,41,,,Bots vs. humans,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Routledge _eprint: https://doi.org/10.1080/02650487.2021.1951510,,,,,AI; Brand communication; competence; interactivity; schema congruity; sympathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TQDMYCWL,journalArticle,2023,"Han, Elizabeth; Yin, Dezhi; Zhang, Han",Bots with Feelings: Should AI Agents Express Positive Emotion in Customer Service?,Information Systems Research,,1047-7047,10.1287/isre.2022.1179,https://pubsonline.informs.org/doi/10.1287/isre.2022.1179,"Customer service employees are generally advised to express positive emotion during their interactions with customers. The rise and maturity of artificial intelligence (AI)–powered conversational agents, also known as chatbots, beg the question: should AI agents be equipped with the ability to express positive emotion during customer service interactions? This research explores how, when, and why an AI agent’s expression of positive emotion affects customers’ service evaluations. We argue that AI-expressed positive emotion can influence customers via dual pathways: an affective pathway of emotional contagion and a cognitive pathway of expectation–disconfirmation. We propose that positive emotion expressed by an AI agent (versus a human employee) is less effective in facilitating service evaluations because of a heightened level of expectation–disconfirmation. We further introduce a novel individual difference variable, customers’ relationship norm orientation, which affects their expectations toward the AI agent and moderates the cognitive pathway. Results from three laboratory experiments substantiate our claims. By revealing a distinctive impact of positive emotion expressed by an AI agent compared with a human employee, these findings deepen our understanding of customers’ reactions to emotional AIs, and they offer valuable insights for the deployment of AIs in customer service. History: Deepa Mani, Senior Editor; Pallab Sanyal, Associate Editor. Supplemental Material: The online appendix is available at https://doi.org/10.1287/isre.2022.1179 .",2023-09,2025-08-28 12:23:49,2025-08-28 12:23:49,2025-08-28 12:23:49,1296-1311,,3,34,,,Bots with Feelings,,,,,,,,,,,,pubsonline.informs.org (Atypon),,Publisher: INFORMS,,,,,chatbot; conversational agent; customer service; emotional artificial intelligence; emotional contagion; expectation–disconfirmation; relationship norm orientation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7XF4DLP6,conferencePaper,2020,"Nicodeme, Claire",Build confidence and acceptance of AI-based decision support systems - Explainable and liable AI,2020 13th International Conference on Human System Interaction (HSI),,,10.1109/HSI49210.2020.9142668,https://ieeexplore.ieee.org/document/9142668,"Artificial Intelligence has known an incredible development since 2012. It was due to the impressive improvement of sensors, data quality and quantity, storage and computing capacity, etc. The promises AI offered led many scientific domains to implement AI-based decision support tool. However, despite numerous amazing results, very serious failures have raised Human mistrust, fear and scorn against AI. In Industries, staff members cannot afford to use tools that might fail them. This is especially true for Transportation operators where security and safety are at risk. Then, the question that arises is how to build Human confidence and acceptance of AI-based decision support system. In this paper, we combine different points of view to propose a structured overview of Transparency, Explicability and Interpretability, with new definitions arising as a consequence. Then we discuss the need for understandable information from the AI system, to legitimate or refute the tool's proposal. To conclude we offer ethical reflexions and ideas to develop confidence in AI.",2020-06,2025-08-28 12:23:52,2025-08-28 12:23:52,2025-08-28 12:23:52,20-23,,,,,,,,,,,,,,,,,,IEEE Xplore,,ISSN: 2158-2254,,C:\Users\Admin\Zotero\storage\JW5ULV63\9142668.html,,,Cognition; confidence; Decision making; decision support system; Decision support systems; explainable AI; Industries; liable AI; technology; Tools; Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 13th International Conference on Human System Interaction (HSI),,,,,,,,,,,,,,,
YBBRN99L,journalArticle,2020,"Kim, Jina; Shin, Soyeon; Bae, Kunwoo; Oh, Soyoung; Park, Eunil; del Pobil, Angel P.",Can AI be a content generator? Effects of content generators and information delivery methods on the psychology of content consumers,Telematics and Informatics,,0736-5853,10.1016/j.tele.2020.101452,https://www.sciencedirect.com/science/article/pii/S0736585320301118,"Considering the rapidly improving technologies in artificial intelligence (AI), researchers in mass communication and journalism have paid attention to the use of AI technologies. However, there are still notable concerns about the particular use of AI technologies in this field. Put simply, can AI technologies reduce human tasks? In order to address this question, this study investigates the effects of content generators (human vs. AI) and information delivery methods (text vs. audio vs. video) on users’ perceptions of content. The results indicate that the generators and methods play a notable role in eliciting greater quality, satisfaction, and readability of the content. Based on the findings, the implications are addressed.",2020-12-01,2025-08-28 12:25:22,2025-08-28 12:25:22,2025-08-28 12:25:22,101452,,,55,,Telematics and Informatics,Can AI be a content generator?,,,,,,,,,,,,ScienceDirect,,,,C:\Users\Admin\Zotero\storage\LH8YDKRN\Kim et al. - 2020 - Can AI be a content generator Effects of content generators and information delivery methods on the.pdf; C:\Users\Admin\Zotero\storage\C3ASBXNT\S0736585320301118.html,,,Artificial intelligence; Automated content; Content generator; Information delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JTVLYMDK,journalArticle,2021,"Wojcieszak, Magdalena; Thakur, Arti; Ferreira Gonçalves, João Fernando; Casas, Andreu; Menchen-Trevino, Ericka; Boon, & Miriam",Can AI enhance people's support for online moderation and their openness to dissimilar political views?,Journal of Computer-Mediated Communication,,1083-6101,10.1093/jcmc/zmab006,,"Although artificial intelligence is blamed for many societal challenges, it also has underexplored potential in political contexts online. We rely on six preregistered experiments in three countries (N = 6,728) to test the expectation that AI and AI-assisted humans would be perceived more favorably than humans (a) across various content moderation, generation, and recommendation scenarios and (b) when exposing individuals to counter-attitudinal political information. Contrary to the preregistered hypotheses, participants see human agents as more just than AI across the scenarios tested, with the exception of news recommendations. At the same time, participants are not more open to counter-attitudinal information attributed to AI rather than a human or an AI-assisted human. These findings, which—with minor variations—emerged across countries, scenarios, and issues, suggest that human intervention is preferred online and that people reject dissimilar information regardless of its source. We discuss the theoretical and practical implications of these findings. Lay Summary: In the era of unprecedented political divides and misinformation, artificial intelligence (AI) and algorithms are often seen as the culprits. In contrast to these dominant narratives, we argued that AI might be seen as being less biased than a human in online political contexts. We relied on six preregistered experiments in three countries (the United Sates, Spain, Poland) to test whether internet users perceive AI and AI-assisted humans more favorably than simply humans; (a) across various distinct scenarios online, and (b) when exposing people to opposing political information on a range of contentious issues. Contrary to our expectations, human agents were consistently perceived more favorably than AI except when recommending news. These findings suggest that people prefer human intervention in most online political contexts. (PsycInfo Database Record (c) 2023 APA, all rights reserved)",2021,2025-08-28 12:25:14,2025-08-28 12:25:14,,223-243,,4,26,,,,,,,,,,,,,,,APA PsycNet,,Place: United Kingdom Publisher: Oxford University Press,,C:\Users\Admin\Zotero\storage\V6N5SWQA\Wojcieszak et al. - 2021 - Can AI enhance people's support for online moderation and their openness to dissimilar political vie.pdf; C:\Users\Admin\Zotero\storage\6ZUW4DVY\2021-89273-003.html,,,Algorithms; Artificial Intelligence; News Media; Political Attitudes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BF3WM4C7,conferencePaper,2022,"Wischnewski, M.; Krämer, N.",Can AI reduce motivated reasoning in news consumption? Investigating the role of attitudes towards AI and prior-opinion in shaping trust perceptions of news,HHAI2022: Augmenting Human Intellect,,,10.3233/FAIA220198,,"A central role in understanding the interaction between humans and AI plays the notion of trust. Especially research from social and cognitive psychology has shown, however, that individuals’ perceptions of trust can be biased. In this empirical investigation, we focus on the single and combined effects of attitudes towards AI and motivated reasoning in shaping such biased trust perceptions in the context of news consumption. In doing so, we rely on insights from works on the machine heuristic and motivated reasoning. In a 2 (author) x 2 (congruency) between-subjects online experiment, we asked N = 477 participants to read a news article purportedly written either by AI or a human author. We manipulated whether the article represented pro or contra arguments of a polarizing topic, to elicit motivated reasoning. We also assessed participants’ attitudes towards AI in terms of competence and objectivity. Through multiple linear regressions, we found that (a) increased perceptions of AI as objective and ideologically unbiased increased trust perceptions, whereas (b), in cases where participants were swayed by their prior opinion to trust content more when they agreed with the content, the AI author reduced such biased perceptions. Our results indicate that it is crucial to account for attitudes towards AI and motivated reasoning to accurately represent trust perceptions.",2022,2025-08-28 12:02:44,2025-08-28 12:02:44,,184-198,,,,,,,,,,,,IOS Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HHAI2022: Augmenting Human Intellect,,,,,,,,,,,,,,,
DLTTSLWI,journalArticle,2019,"Waddell, T. Franklin","Can an Algorithm Reduce the Perceived Bias of News? Testing the Effect of Machine Attribution on News Readers’ Evaluations of Bias, Anthropomorphism, and Credibility",Journalism & Mass Communication Quarterly,,1077-6990,10.1177/1077699018815891,https://doi.org/10.1177/1077699018815891,"Although accusations of editorial slant are ubiquitous to the contemporary media environment, recent advances in journalism such as news writing algorithms may hold the potential to reduce readers’ perceptions of media bias. Informed by the Modality-Agency-Interactivity-Navigability (MAIN) model and the principle of similarity attraction, an online experiment (n = 612) was conducted to test if news attributed to an automated author is perceived as less biased and more credible than news attributed to a human author. Results reveal that perceptions of bias are attenuated when news is attributed to a journalist and algorithm in tandem, with positive downstream consequences for perceived news credibility.",2019-03-01,2025-08-28 12:27:10,2025-08-28 12:27:10,2025-08-28 12:27:10,82-100,,1,96,,,Can an Algorithm Reduce the Perceived Bias of News?,,,,,,,EN,,,,,SAGE Journals,,Publisher: SAGE Publications Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5FJKBYM,journalArticle,2021,"Croes, Emmelyn A. J.; Antheunis, Marjolijn L.",Can we be friends with Mitsuku? A longitudinal study on the process of relationship formation between humans and a social chatbot,Journal of Social and Personal Relationships,,0265-4075,10.1177/0265407520959463,https://doi.org/10.1177/0265407520959463,"This explorative study investigated (a) whether social attraction, self-disclosure, interaction quality, intimacy, empathy and communicative competence play a role in getting-acquainted interactions between humans and a chatbot, and (b) whether humans can build a relationship with a chatbot. Although human-machine communication research suggests that humans can develop feelings for computers, this does not automatically imply that humans experience feelings of friendship with a chatbot. In this longitudinal study, 118 participants had seven interactions with chatbot Mitsuku over a 3-week period. After each interaction participants filled out a questionnaire. The results showed that the social processes decreased after each interaction and feelings of friendship were low. In line with the ABCDE model of relationship development, the social processes that aid relationship continuation decrease, leading to deterioration of the relationship. Furthermore, a novelty effect was at play after the first interaction, after which the chatbot became predictable and the interactions less enjoyable.",2021-01-01,2025-08-28 12:27:12,2025-08-28 12:27:12,2025-08-28 12:27:12,279-300,,1,38,,,Can we be friends with Mitsuku?,,,,,,,EN,,,,,SAGE Journals,,Publisher: SAGE Publications Ltd,,C:\Users\Admin\Zotero\storage\V88PRYQ5\Croes and Antheunis - 2021 - Can we be friends with Mitsuku A longitudinal study on the process of relationship formation betwee.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BN6T3APR,preprint,2023,"Kaddour, Jean; Harris, Joshua; Mozes, Maximilian; Bradley, Herbie; Raileanu, Roberta; McHardy, Robert",Challenges and Applications of Large Language Models,,,,10.48550/arXiv.2307.10169,http://arxiv.org/abs/2307.10169,"Large Language Models (LLMs) went from non-existent to ubiquitous in the machine learning discourse within a few years. Due to the fast pace of the field, it is difficult to identify the remaining challenges and already fruitful application areas. In this paper, we aim to establish a systematic set of open problems and application successes so that ML researchers can comprehend the field's current state more quickly and become productive.",2023-07-19,2025-08-28 12:27:14,2025-08-28 12:27:14,2025-08-28 12:27:14,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2307.10169 [cs],,C:\Users\Admin\Zotero\storage\AE9BFXE3\Kaddour et al. - 2023 - Challenges and Applications of Large Language Models.pdf; C:\Users\Admin\Zotero\storage\QSCIMWMW\2307.html,,,Computer Science - Artificial Intelligence; Computer Science - Computation and Language; Computer Science - Machine Learning,,,,,,,,,,,,,,,,,,,arXiv:2307.10169,,,,,,,,,,,,,,,,,,,,,,,,,,,
