Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
36J3NYHT,journalArticle,2022,Meta Fundamental AI Research Diplomacy Team,Human-level play in the game of Diplomacy by combining language models with strategic reasoning,Science,,,,https://www.science.org/doi/abs/10.1126/science.ade9097,,2022,2025-08-28 09:10:55,2025-08-28 09:10:55,,1067-1074,,6624,378,,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S6GDZE4K,journalArticle,2022,"Mills, S.; Sætra, H. S.",The autonomous choice architect,AI & Society,,"0951-5666, 1435-5655",10.1007/s00146-022-01486-z,https://link.springer.com/10.1007/s00146-022-01486-z,,2022,2025-08-28 09:10:56,2025-08-28 09:10:56,,,,,,,AI & Society,,,,,,,,,,,,,,,,,C:\Users\Admin\Zotero\storage\FL7AMMET\Mills and Sætra - 2022 - The autonomous choice architect.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q46YR8U6,journalArticle,2023,"Mu, J.",Natural language processing with deep learning CS224N/Ling284,,,,,https://web.stanford.edu/class/cs224n/slides/cs224n-2023-lecture11-prompting-rlhf.pdf,,2023,2025-08-28 09:10:56,2025-08-28 09:10:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9KC5CMP6,report,2023,OpenAI,GPT-4 technical report,,,,,https://cdn.openai.com/papers/gpt-4.pdf,,2023,2025-08-28 09:10:56,2025-08-28 09:10:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TCEA9B4,conferencePaper,2020,"Ozyumenko, V.; Larina, T.",Discourse of threat as a strategy of emotional persuasion and manipulation,,,,,https://www.ocerints.org/intcess20_e-publication/papers/236.pdf,,2020,2025-08-28 09:10:56,2025-08-28 09:10:56,,,,,,,,,,,,,,"Dubai, UAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of INTCESS 2020 – 7th International Conference on Education and Social Sciences,,,,,,,,,,,,,,,
GQFTXQCW,journalArticle,2023,"Pataranutaporn, P.; Liu, R.; Finn, E.; Maes, P.","Influencing human–AI interaction by priming beliefs about AI can increase perceived trustworthiness, empathy and effectiveness",Nature Machine Intelligence,,2522-5839,10.1038/s42256-023-00720-7,https://www.nature.com/articles/s42256-023-00720-7,,2023,2025-08-28 09:10:56,2025-08-28 09:10:56,,1076-1086,,10,5,,Nature Machine Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZP7FNJT,conferencePaper,2022,"Pauli, A.; Derczynski, L.; Assent, I.",Modelling persuasion through misuse of rhetorical appeals,,,,10.18653/v1/2022.nlp4pi-1.11,https://aclanthology.org/2022.nlp4pi-1.11,,2022,2025-08-28 09:10:56,2025-08-28 09:10:56,,89-100,,,,,,,,,,,Association for Computational Linguistics,"Abu Dhabi, United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the Second Workshop on NLP for Positive Impact,,,,,,,,,,,,,,,
S8UGB7S6,conferencePaper,2023,"Plaza-del-arco, F. M.; Nozza, D.; Hovy, D.",Respectful or toxic? Using zero-shot learning with language models to detect hate speech,,,,10.18653/v1/2023.woah-1.6,https://aclanthology.org/2023.woah-1.6,,2023,2025-08-28 09:10:56,2025-08-28 09:10:56,,60-68,,,,,,,,,,,Association for Computational Linguistics,"Toronto, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The 7th Workshop on Online Abuse and Harms,,,,,,,,,,,,,,,
ZG7IZCVU,journalArticle,2023,"Ribino, P.",The role of politeness in human–machine interactions: a systematic literature review and future perspectives,Artificial Intelligence Review,,"0269-2821, 1573-7462",10.1007/s10462-023-10540-1,https://link.springer.com/10.1007/s10462-023-10540-1,,2023,2025-08-28 09:10:56,2025-08-28 09:10:56,,445-482,,S1,56,,Artificial Intelligence Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAZP9TQ8,journalArticle,2023,"Shanahan, M.; McDonell, K.; Reynolds, L.",Role play with large language models,Nature,,"0028-0836, 1476-4687",10.1038/s41586-023-06647-8,https://www.nature.com/articles/s41586-023-06647-8,,2023,2025-08-28 09:10:56,2025-08-28 09:10:56,,493-498,,7987,623,,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3PUAFSD8,journalArticle,2021,"Spicer, C.; Khwaounjoo, P.; Cakmak, Y. O.",Human and human-interfaced AI interactions: modulation of human male autonomic nervous system via pupil mimicry,Sensors,,1424-8220,10.3390/s21041028,https://www.mdpi.com/1424-8220/21/4/1028,,2021,2025-08-28 09:10:56,2025-08-28 09:10:56,,,,4,21,,Sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS2YBZGS,journalArticle,2018,"Strani, K.; Szczepaniak-Kozak, A.",Strategies of othering through discursive practices: examples from the UK and Poland,Lodz Papers in Pragmatics,,"1898-4436, 1895-6106",10.1515/lpp-2018-0008,https://www.degruyter.com/document/doi/10.1515/lpp-2018-0008/html,,2018,2025-08-28 09:10:56,2025-08-28 09:10:56,,163-179,,1,14,,Lodz Papers in Pragmatics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W8CPB7ZG,conferencePaper,2019,"Susser, D.",Invisible influence: artificial intelligence and the ethics of adaptive choice architectures,,978-1-4503-6324-2,,10.1145/3306618.3314286,https://dl.acm.org/doi/10.1145/3306618.3314286,,2019,2025-08-28 09:10:56,2025-08-28 09:10:56,,403-408,,,,,,,,,,,ACM,"Honolulu, HI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proceedings of the 2019 AAAI/ACM Conference on AI, Ethics, and Society",,,,,,,,,,,,,,,
DKTAEY3H,conferencePaper,2021,"Susser, D.; Grimaldi, V.",Measuring automated influence: between empirical evidence and ethical values,,,,,https://ssrn.com/abstract=3848919,,2021,2025-08-28 09:10:56,2025-08-28 09:10:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proceedings of the 2021 AAAI/ACM Conference on AI, Ethics, and Society",,,,,,,,,,,,,,,
VKW2G5SF,journalArticle,2019,"Susser, D.; Roessler, B.; Nissenbaum, H.","Technology, autonomy, and manipulation",Internet Policy Review,,2197-6775,10.14763/2019.2.1410,https://policyreview.info/node/1410,,2019,2025-08-28 09:10:56,2025-08-28 09:10:56,,,,2,8,,Internet Policy Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGQDHC66,journalArticle,2023,"Teaster, B.; Roberto, K. A.; Savla, J.; Du, C.; Du, Z.; Atkinson, E.; Shealy, E. C.; Beach, S.; Charness, N.; Lichtenberg, P. A.",Financial fraud of older adults during the early months of the COVID-19 pandemic,The Gerontologist,,"0016-9013, 1758-5341",10.1093/geront/gnac188,https://academic.oup.com/gerontologist/article/63/6/984/6936596,,2023,2025-08-28 09:10:56,2025-08-28 09:10:56,,984-992,,6,63,,The Gerontologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6IMJWP95,conferencePaper,2019,"Torre, I.; Carrigan, E.; McDonnell, R.; Domijan, K.; McCabe, K.; Harte, N.",The effect of multimodal emotional expression and agent appearance on trust in human-agent interaction,,978-1-4503-6994-7,,10.1145/3359566.3360065,https://dl.acm.org/doi/10.1145/3359566.3360065,,2019,2025-08-28 09:10:56,2025-08-28 09:10:56,,1-6,,,,,,,,,,,ACM,Newcastle upon Tyne United Kingdom,,,,,,,,,,C:\Users\Admin\Zotero\storage\DJK7X7GG\Torre et al. - 2019 - The effect of multimodal emotional expression and agent appearance on trust in human-agent interacti.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MIG ’19 Proceedings of the 12th ACM SIGGRAPH Conference on Motion, Interaction and Games",,,,,,,,,,,,,,,
VNZ2TP9X,journalArticle,2019,"Vogel, L.",Fat shaming is making people sicker and heavier,,,,,,,2019,2025-08-28 09:10:56,2025-08-28 09:10:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66LTHM6L,journalArticle,2019,"Willemse, C. J. A. M.; Van Erp, J. B. F.",Social touch in human–robot interaction: robot-initiated touches can induce positive responses without extensive prior bonding,International Journal of Social Robotics,,"1875-4791, 1875-4805",10.1007/s12369-018-0500-9,http://link.springer.com/10.1007/s12369-018-0500-9,,2019,2025-08-28 09:10:56,2025-08-28 09:10:56,,285-304,,2,11,,International Journal of Social Robotics,,,,,,,,,,,,,,,,,C:\Users\Admin\Zotero\storage\MP7WUG4L\Willemse and Van Erp - 2019 - Social touch in human–robot interaction robot-initiated touches can induce positive responses witho.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFSKZDT9,conferencePaper,2021,"Wu, T.; Ribeiro, M. T.; Heer, J.; Weld, D.","Polyjuice: generating counterfactuals for explaining, evaluating, and improving models",,,,10.18653/v1/2021.acl-long.523,https://aclanthology.org/2021.acl-long.523,,2021,2025-08-28 09:10:56,2025-08-28 09:10:56,,6707-6723,,,,,,,,,,,Association for Computational Linguistics,Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),,,,,,,,,,,,,,,
TPBEMICJ,conferencePaper,2021,"Xu, J.; Ju, D.; Li, M.; Boureau, Y.-L.; Weston, J.; Dinan, E.",Bot-adversarial dialogue for safe conversational agents,,,,10.18653/v1/2021.naacl-main.235,https://aclanthology.org/2021.naacl-main.235,,2021,2025-08-28 09:10:56,2025-08-28 09:10:56,,2950-2968,,,,,,,,,,,Association for Computational Linguistics,Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,,,,,,,,,,,,,,,
G3UQMP8V,conferencePaper,2022,"Zehnder, E.; Dinet, J.; Charpillet, F.",Perception of physical and virtual agents: exploration of factors influencing the acceptance of intrusive domestic agents,,978-1-7281-8859-1,,10.1109/ROMAN53752.2022.9900593,https://ieeexplore.ieee.org/document/9900593/,,2022,2025-08-28 09:10:56,2025-08-28 09:10:56,,1050-1057,,,,,,,,,,,IEEE,"Napoli, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022 31st IEEE International Conference on Robot and Human Interactive Communication,,,,,,,,,,,,,,,
RFU89WUC,journalArticle,2023,"Altay, Sacha; Berriche, Manon; Acerbi, Alberto",Misinformation on misinformation: Conceptual and methodological challenges,Social media+ society,,20563051221150412,,,,2023,2025-08-28 09:10:56,2025-08-28 09:10:56,,,,1,9,,Social media+ society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6PPP2SKQ,journalArticle,2024,"Budak, Ceren; Nyhan, Brendan; Rothschild, David M; Thorson, Emily; Watts, Duncan J",Misunderstanding the harms of online misinformation,Nature,,,,,,2024,2025-08-28 09:10:56,2025-08-28 09:10:56,,45-53,,8015,630,,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DWW6YZWX,journalArticle,2023,"Böhm, Robert; Jörling, Moritz; Reiter, Leonhard; Fuchs, Christoph",People devalue generative AI’s competence but not its advice in addressing societal and personal challenges,Communications Psychology,,2731-9121,10.1038/s44271-023-00032-x,https://www.nature.com/articles/s44271-023-00032-x,,2023,2025-08-28 09:10:56,2025-08-28 09:10:56,,1-10,,1,1,,Communications Psychology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ST63MVY,journalArticle,2023,"Chen, Qian; Yin, Changqin; Gong, Yeming",Would an AI chatbot persuade you: an empirical answer from the elaboration likelihood model,Information Technology & People,,0959-3845,10.1108/ITP-10-2021-0764,https://doi.org/10.1108/ITP-10-2021-0764,,2023,2025-08-28 09:10:56,2025-08-28 09:10:56,,,,ahead-of-print,ahead-of-print,,Information Technology & People,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8RLLMPC,journalArticle,2024,"Ecker, Ullrich; Roozenbeek, Jon; van der Linden, Sander; Tay, Li Qian; Cook, John; Oreskes, Naomi; Lewandowsky, Stephan",Misinformation poses a bigger threat to democracy than you might think,Nature,,,,,,2024,2025-08-28 09:10:56,2025-08-28 09:10:56,,29-32,,8015,630,,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDS6CRKY,journalArticle,2024,"Lim, Sue; Schmälzle, Ralf",The effect of source disclosure on evaluation of AI-generated messages: A two-part study,Computers in Human Behavior: Artificial Humans,,2949-8821,10.1016/j.chbah.2024.100058,http://arxiv.org/abs/2311.15544,,2024,2025-08-28 09:10:57,2025-08-28 09:10:57,,100058,,1,2,,Computers in Human Behavior: Artificial Humans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FX6JCETR,conferencePaper,2024,"Meguellati, Elyas; Han, Lei; Bernstein, Abraham; Sadiq, Shazia; Demartini, Gianluca",How Good are LLMs in Generating Personalized Advertisements?,,979-8-4007-0172-6,,10.1145/3589335.3651520,https://doi.org/10.1145/3589335.3651520,,2024,2025-08-28 09:10:57,2025-08-28 09:10:57,,826-829,,,,,,,,,,,Association for Computing Machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Companion Proceedings of the ACM on Web Conference 2024,,,,,,,,,,,,,,,
7XJFB7FF,journalArticle,2023,"Palmer, Alexis; Spirling, Arthur","Large Language Models Can Argue in Convincing Ways About Politics, But Humans Dislike AI Authors: implications for Governance",Political Science,,0032-3187,10.1080/00323187.2024.2335471,https://www.tandfonline.com/doi/full/10.1080/00323187.2024.2335471,,2023,2025-08-28 09:10:57,2025-08-28 09:10:57,,281-291,,3,75,,Political Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP8E9YE7,journalArticle,2023,"Schepman, Astrid; Rodway, Paul","The general attitudes towards artificial intelligence scale (gaais): Confirmatory validation and associations with personality, corporate distrust, and general trust",International Journal of Human–Computer Interaction,,,10.1080/10447318.2022.2085400,https://doi.org/10.1080/10447318.2022.2085400,,2023,2025-08-28 09:10:57,2025-08-28 09:10:57,,2724-2741,,13,39,,International Journal of Human–Computer Interaction,,,,,,,,,,,,,,,,,C:\Users\Admin\Zotero\storage\J3ZL85Y9\Schepman and Rodway - 2023 - The general attitudes towards artificial intelligence scale (gaais) Confirmatory validation and ass.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4VKXK3S8,conferencePaper,2024,"Teigen, Cassandra; Madsen, Jens Koed; George, Nicole Lauren; Yousefi, Sayeh",Persuasiveness of arguments with AI-source labels,,,,,https://escholarship.org/uc/item/6t82g70v,,2024,2025-08-28 09:10:57,2025-08-28 09:10:57,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the Annual Meeting of the Cognitive Science Society,,,,,,,,,,,,,,,
AZLEG3T3,journalArticle,2024,"Uscinski, Joseph; Littrell, Shane; Klofstad, Casey",The importance of epistemology for the study of misinformation,Current opinion in psychology,,,,,,2024,2025-08-28 09:10:57,2025-08-28 09:10:57,,101789,,,,,Current opinion in psychology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH6ZJS5X,journalArticle,2024,"Han, Chi; Wang, Qifan; Peng, Hao; Xiong, Wenhan; Chen, Yu; Ji, Heng; Wang, Sinong",LM-Infinite: Zero-Shot Extreme Length Generalization for Large Language Models,Proceedings of the 2024 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers),,,10.18653/v1/2024.naacl-long.222,https://doi.org/10.18653/v1/2024.naacl-long.222,,2024,2025-08-28 09:10:57,2025-08-28 09:10:57,,3991-4008,,,,,Proceedings of the 2024 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers),,,,,,,,,,,,,,,,,,,,,"Duh, Kevin; Gomez, Helena; Bethard, Steven",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5WZW4326,journalArticle,2022,"Samad, Azlaan Mustafa; Mishra, Kshitij; Firdaus, Mauajama; Ekbal, Asif",Empathetic Persuasion: Reinforcing Empathy and Persuasiveness in Dialogue Systems,Findings of the Association for Computational Linguistics: NAACL 2022,,,10.18653/v1/2022.findings-naacl.63,https://doi.org/10.18653/v1/2022.findings-naacl.63,,2022,2025-08-28 09:10:57,2025-08-28 09:10:57,,844-856,,,,,Findings of the Association for Computational Linguistics: NAACL 2022,,,,,,,,,,,,,,,,,,,,,"Carpuat, Marine; de Marneffe, Marie-Catherine; Meza Ruiz, Ivan Vladimir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
